Object,Attribute,Type,Required,Size,Pattern,Example,Description,Constraints
VesselVoyage,"carrierImportVoyageNumber",string,yes,50,,1234N,"The identifier of an import voyage. The carrier-specific identifier of the import Voyage.",
VesselVoyage,typeCode,string,yes,,,POD,"Code representing the destination type of a vessel voyage.

 * `DC` - destination country
 * `POD` - port of destination",
VesselVoyage,"universalImportVoyageReference",string,,5,"^\d{2}[0-9A-Z]{2}[NEWSR]$",2301W,"A global unique voyage reference for the import Voyage, as per DCSA standard, agreed by VSA partners for the voyage.
 * last 2 digits of the year
 * 2 alphanumeric characters for the sequence number of the voyage
 * 1 character for the initial of the direction/haul (North, East, West, South or Roundtrip).",
VesselVoyage,vesselFlag,string,,2,"^[A-Z]{2}$",NL,"Vessel flag",
VesselVoyage,vesselIMONumber,string,,8,"^\d{7,8}$",12345678,"The unique reference for a registered vessel, which remains unchanged throughout the entire lifetime of the vessel.
The reference is the International Maritime Organisation (IMO) number,
also sometimes known as the Lloyd's register code.",
VesselVoyage,vesselName,string,yes,50,,"King of the Seas","Vessel name",
Volume,unit,string,yes,,,MTQ,"The unit in which the volume `value` is expressed
 * `FTQ` - Cubic feet
 * `LTR` - Litres
 * `MTQ` - Cubic meters",
Volume,value,string,yes,,"^\d+(\.\d+)?$",123.456,"The volume expressed in the selected `unit`",
Weight,unit,string,yes,,,KGM,"The unit in which the weight `value` is expressed
 * `GRM` - Grams
 * `KGM` - Kilograms
 * `LBR` - Pounds
 * `ONZ` - Ounce",
Weight,value,string,yes,,"^\d+(\.\d+)?$",123.456,"The weight expressed in the selected `unit`",
