Path,Attribute,Type,Required,Size,Pattern,Example,Description,Constraints
"VGMDeclaration / submittingParty / party / codeListProvider",codeListProvider,string,,maxLength=100,,W3C,"Code of the provider of a list of codes identifying a party, including but not limited to:
- `BOLE` (Bolero)
- `BRIT` (BRITC eBL)
- `CARX` (CargoX)
- `COVA` (Covantis)
- `CRED` (Credore)
- `DCSA` (Digital Container Shipping Association)
- `DNB` (Dun and Bradstreet)
- `ESSD` (EssDOCS)
- `ETEU` (eTEU)
- `ETIT` (e-title)
- `FMC` (Federal Maritime Commission)
- `GLEIF` (Global Legal Entity Identifier Foundation)
- `GSBN` (Global Shipping Business Network)
- `IDT` (ICE Digital Trade)
- `IQAX` (IQAX)
- `KTNE` (KTNET)
- `NMFTA` (National Motor Freight Traffic Association)
- `SECR` (Secro)
- `SMDG` (Ship Message Design Group)
- `TRAC` (Enigio trace:original)
- `TRGO` (TradeGO)
- `W3C` (World Wide Web Consortium)
- `WAVE` (Wave)
- `WISE` (WiseTech)
- `ZZZ` (Mutually defined)",
"VGMDeclaration / submittingParty / party / partyCode",partyCode,string,,maxLength=150,,MSK,"Code identifying the party as per the `codeListProvider` and `codeListName`.",
"VGMDeclaration / submittingParty / party / partyFunction",partyFunction,string,,maxLength=3,,CA,"Code identifying the function of the party, as defined in
[UN/CEFACT Revision 2004B](https://www.stylusstudio.com/edifact/D04B/3035.htm)
or a subsequent revision.",
"VGMDeclaration / vesselVoyageDetails",vesselVoyageDetails,VesselVoyageDetails,,,,,"VGM details specific to the vessel voyage",
"VGMDeclaration / vesselVoyageDetails / carrierCode",carrierCode,string,,maxLength=4,,MMCU,"The `SCAC` code (provided by [NMFTA](https://nmfta.org/scac/)) or `SMDG` code (provided by
[SMDG](https://smdg.org/documents/smdg-code-lists/smdg-liner-code-list/)) of the issuing carrier of the Arrival Notice.

`carrierCodeListProvider` defines which list the `carrierCode` is based upon.",
"VGMDeclaration / vesselVoyageDetails / carrierCodeListProvider",carrierCodeListProvider,string,,maxLength=10,,NMFTA,"The code list provider for the `carrierCode`. Possible values are:
- `SMDG` (Ship Message Design Group)
- `NMFTA` (National Motor Freight Traffic Association)",
"VGMDeclaration / vesselVoyageDetails / exportVoyageNumberOrReference","exportVoyageNumberOrReference",VoyageNumberOrReference,,,,,"Export voyage number or reference",
"VGMDeclaration / vesselVoyageDetails / exportVoyageNumberOrReference / carrierVoyageNumber",carrierVoyageNumber,string,,,,2103S,"Carrier-specific identifier of the voyage",
"VGMDeclaration / vesselVoyageDetails / exportVoyageNumberOrReference / universalVoyageReference",universalVoyageReference,string,,,,SR12345A,"Reference of the voyage agreed between the VSA partners",
"VGMDeclaration / vesselVoyageDetails / importVoyageNumberOrReference","importVoyageNumberOrReference",VoyageNumberOrReference,,,,,"Import voyage number or reference",
"VGMDeclaration / vesselVoyageDetails / importVoyageNumberOrReference / carrierVoyageNumber",carrierVoyageNumber,string,,,,2103S,"Carrier-specific identifier of the voyage",
"VGMDeclaration / vesselVoyageDetails / importVoyageNumberOrReference / universalVoyageReference",universalVoyageReference,string,,,,SR12345A,"Reference of the voyage agreed between the VSA partners",
"VGMDeclaration / vesselVoyageDetails / portOfDischarge",portOfDischarge,Location,,,,,"The location where the cargo is discharged from the last sea-going vessel.",
"VGMDeclaration / vesselVoyageDetails / portOfDischarge / address",address,Address,,,,,"Location address",
"VGMDeclaration / vesselVoyageDetails / portOfDischarge / address / city",city,string,,maxLength=35,,Amsterdam,"The name of the city.",
"VGMDeclaration / vesselVoyageDetails / portOfDischarge / address / countryCode",countryCode,string,,maxLength=2,,NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"VGMDeclaration / vesselVoyageDetails / portOfDischarge / address / floor",floor,string,,maxLength=50,,N/A,"The floor of the street number.",
"VGMDeclaration / vesselVoyageDetails / portOfDischarge / address / POBox",POBox,string,,maxLength=20,,123,"A numbered box at a post office where a person or business can have mail or parcels delivered.",
"VGMDeclaration / vesselVoyageDetails / portOfDischarge / address / postCode",postCode,string,,maxLength=10,,"1047 HM","The post code of the address.",
"VGMDeclaration / vesselVoyageDetails / portOfDischarge / address / stateRegion",stateRegion,string,,maxLength=65,,"North Holland","The name of the state/region.",
"VGMDeclaration / vesselVoyageDetails / portOfDischarge / address / street",street,string,,maxLength=70,,Ruijggoordweg,"The name of the street.",
"VGMDeclaration / vesselVoyageDetails / portOfDischarge / address / streetNumber",streetNumber,string,,maxLength=50,,100,"The number of the street.",
"VGMDeclaration / vesselVoyageDetails / portOfDischarge / facility",facility,Facility,,,,,"Facility identified by a code as defined by a code list provider.",
"VGMDeclaration / vesselVoyageDetails / portOfDischarge / facility / facilityCode",facilityCode,string,,maxLength=6,,ADT,"Code identifying a specific facility, as defined by the `facilityCodeListProvider`.",
"VGMDeclaration / vesselVoyageDetails / portOfDischarge / facility / facilityCodeListProvider",facilityCodeListProvider,string,,maxLength=10,,SMDG,"Code list provider (each with its relevant code list) defining the `facilityCode`:
- `SMDG` (using [SMDG Terminal Code List](https://smdg.org/documents/smdg-code-lists/smdg-terminal-code-list/))
- `BIC` (using [BIC Facility Codes](https://www.bic-code.org/facility-codes/))",
"VGMDeclaration / vesselVoyageDetails / portOfDischarge / facilityTypeCode",facilityTypeCode,string,,maxLength=10,,RAMP,"Code identifying a specific type of facility

- `BORD` - Border
- `CLOC` - Customer location
- `COFS` - Container freight station
- `OFFD` - Off-dock storage
- `DEPO` - Depot
- `INTE` - Inland terminal
- `POTE` - Port terminal
- `RAMP` - Ramp
- `WAYP` - Waypoint",
"VGMDeclaration / vesselVoyageDetails / portOfDischarge / geoCoordinate",geoCoordinate,GeoCoordinate,,,,,"An object used to express a location using `latitude` and `longitude`.",
"VGMDeclaration / vesselVoyageDetails / portOfDischarge / geoCoordinate / latitude",latitude,string,,maxLength=10,,48.85855,"Geographic coordinate that specifies the north–south position of a point on the Earth's surface.",
"VGMDeclaration / vesselVoyageDetails / portOfDischarge / geoCoordinate / longitude",longitude,string,,maxLength=11,,2.294492036,"Geographic coordinate that specifies the east–west position of a point on the Earth's surface.",
"VGMDeclaration / vesselVoyageDetails / portOfDischarge / locationName",locationName,string,,maxLength=100,,"Port of Amsterdam","The name of the location.",
"VGMDeclaration / vesselVoyageDetails / portOfDischarge / UNLocationCode",UNLocationCode,string,,maxLength=5,,NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
"VGMDeclaration / vesselVoyageDetails / portOfLoading",portOfLoading,Location,,,,,"The location where the cargo is loaded onto a first sea-going vessel for water transportation.",
"VGMDeclaration / vesselVoyageDetails / portOfLoading / address",address,Address,,,,,"Location address",
"VGMDeclaration / vesselVoyageDetails / portOfLoading / address / city",city,string,,maxLength=35,,Amsterdam,"The name of the city.",
"VGMDeclaration / vesselVoyageDetails / portOfLoading / address / countryCode",countryCode,string,,maxLength=2,,NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"VGMDeclaration / vesselVoyageDetails / portOfLoading / address / floor",floor,string,,maxLength=50,,N/A,"The floor of the street number.",
"VGMDeclaration / vesselVoyageDetails / portOfLoading / address / POBox",POBox,string,,maxLength=20,,123,"A numbered box at a post office where a person or business can have mail or parcels delivered.",
"VGMDeclaration / vesselVoyageDetails / portOfLoading / address / postCode",postCode,string,,maxLength=10,,"1047 HM","The post code of the address.",
"VGMDeclaration / vesselVoyageDetails / portOfLoading / address / stateRegion",stateRegion,string,,maxLength=65,,"North Holland","The name of the state/region.",
"VGMDeclaration / vesselVoyageDetails / portOfLoading / address / street",street,string,,maxLength=70,,Ruijggoordweg,"The name of the street.",
"VGMDeclaration / vesselVoyageDetails / portOfLoading / address / streetNumber",streetNumber,string,,maxLength=50,,100,"The number of the street.",
"VGMDeclaration / vesselVoyageDetails / portOfLoading / facility",facility,Facility,,,,,"Facility identified by a code as defined by a code list provider.",
"VGMDeclaration / vesselVoyageDetails / portOfLoading / facility / facilityCode",facilityCode,string,,maxLength=6,,ADT,"Code identifying a specific facility, as defined by the `facilityCodeListProvider`.",
"VGMDeclaration / vesselVoyageDetails / portOfLoading / facility / facilityCodeListProvider",facilityCodeListProvider,string,,maxLength=10,,SMDG,"Code list provider (each with its relevant code list) defining the `facilityCode`:
- `SMDG` (using [SMDG Terminal Code List](https://smdg.org/documents/smdg-code-lists/smdg-terminal-code-list/))
- `BIC` (using [BIC Facility Codes](https://www.bic-code.org/facility-codes/))",
"VGMDeclaration / vesselVoyageDetails / portOfLoading / facilityTypeCode",facilityTypeCode,string,,maxLength=10,,RAMP,"Code identifying a specific type of facility

- `BORD` - Border
- `CLOC` - Customer location
- `COFS` - Container freight station
- `OFFD` - Off-dock storage
- `DEPO` - Depot
- `INTE` - Inland terminal
- `POTE` - Port terminal
- `RAMP` - Ramp
- `WAYP` - Waypoint",
"VGMDeclaration / vesselVoyageDetails / portOfLoading / geoCoordinate",geoCoordinate,GeoCoordinate,,,,,"An object used to express a location using `latitude` and `longitude`.",
"VGMDeclaration / vesselVoyageDetails / portOfLoading / geoCoordinate / latitude",latitude,string,,maxLength=10,,48.85855,"Geographic coordinate that specifies the north–south position of a point on the Earth's surface.",
"VGMDeclaration / vesselVoyageDetails / portOfLoading / geoCoordinate / longitude",longitude,string,,maxLength=11,,2.294492036,"Geographic coordinate that specifies the east–west position of a point on the Earth's surface.",
"VGMDeclaration / vesselVoyageDetails / portOfLoading / locationName",locationName,string,,maxLength=100,,"Port of Amsterdam","The name of the location.",
"VGMDeclaration / vesselVoyageDetails / portOfLoading / UNLocationCode",UNLocationCode,string,,maxLength=5,,NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
"VGMDeclaration / VGM",VGM,VGM,,,,,"Verified Gross Mass of one piece of equipment, according to SOLAS Chapter VI, Regulation 2, paragraphs 4-6",
"VGMDeclaration / VGM / certificationDate",certificationDate,"string(date)",,,,2025-01-23,"Date when the VGM certificate has been issued.",
"VGMDeclaration / VGM / certificationReference",certificationReference,string,,maxLength=70,,W42-23110812,"Reference number or identifier for the certificate issued by the weighing party (or a certified weighing facility).",
"VGMDeclaration / VGM / date",date,"string(date)",,,,2025-01-23,"Date when a gross mass (weight) of a packed container was obtained",
"VGMDeclaration / VGM / location",location,Location,,,,,"The location where the packed container was weighed to determine the Verified Gross Mass (VGM).",
"VGMDeclaration / VGM / location / address",address,Address,,,,,"Location address",
"VGMDeclaration / VGM / location / address / city",city,string,,maxLength=35,,Amsterdam,"The name of the city.",
"VGMDeclaration / VGM / location / address / countryCode",countryCode,string,,maxLength=2,,NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"VGMDeclaration / VGM / location / address / floor",floor,string,,maxLength=50,,N/A,"The floor of the street number.",
"VGMDeclaration / VGM / location / address / POBox",POBox,string,,maxLength=20,,123,"A numbered box at a post office where a person or business can have mail or parcels delivered.",
"VGMDeclaration / VGM / location / address / postCode",postCode,string,,maxLength=10,,"1047 HM","The post code of the address.",
"VGMDeclaration / VGM / location / address / stateRegion",stateRegion,string,,maxLength=65,,"North Holland","The name of the state/region.",
"VGMDeclaration / VGM / location / address / street",street,string,,maxLength=70,,Ruijggoordweg,"The name of the street.",
"VGMDeclaration / VGM / location / address / streetNumber",streetNumber,string,,maxLength=50,,100,"The number of the street.",
"VGMDeclaration / VGM / location / facility",facility,Facility,,,,,"Facility identified by a code as defined by a code list provider.",
"VGMDeclaration / VGM / location / facility / facilityCode",facilityCode,string,,maxLength=6,,ADT,"Code identifying a specific facility, as defined by the `facilityCodeListProvider`.",
"VGMDeclaration / VGM / location / facility / facilityCodeListProvider",facilityCodeListProvider,string,,maxLength=10,,SMDG,"Code list provider (each with its relevant code list) defining the `facilityCode`:
- `SMDG` (using [SMDG Terminal Code List](https://smdg.org/documents/smdg-code-lists/smdg-terminal-code-list/))
- `BIC` (using [BIC Facility Codes](https://www.bic-code.org/facility-codes/))",
"VGMDeclaration / VGM / location / facilityTypeCode",facilityTypeCode,string,,maxLength=10,,RAMP,"Code identifying a specific type of facility

- `BORD` - Border
- `CLOC` - Customer location
- `COFS` - Container freight station
- `OFFD` - Off-dock storage
- `DEPO` - Depot
- `INTE` - Inland terminal
- `POTE` - Port terminal
- `RAMP` - Ramp
- `WAYP` - Waypoint",
"VGMDeclaration / VGM / location / geoCoordinate",geoCoordinate,GeoCoordinate,,,,,"An object used to express a location using `latitude` and `longitude`.",
"VGMDeclaration / VGM / location / geoCoordinate / latitude",latitude,string,,maxLength=10,,48.85855,"Geographic coordinate that specifies the north–south position of a point on the Earth's surface.",
"VGMDeclaration / VGM / location / geoCoordinate / longitude",longitude,string,,maxLength=11,,2.294492036,"Geographic coordinate that specifies the east–west position of a point on the Earth's surface.",
"VGMDeclaration / VGM / location / locationName",locationName,string,,maxLength=100,,"Port of Amsterdam","The name of the location.",
"VGMDeclaration / VGM / location / UNLocationCode",UNLocationCode,string,,maxLength=5,,NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
"VGMDeclaration / VGM / method",method,string,,,,SM1,"Method used to determine the VGM
- `SM1` - SOLAS verification method 1  (Scaled)
- `SM2` - SOLAS verification method 2 (Calculated)",
"VGMDeclaration / VGM / source",source,string,,,,SM1,"Code identifying the party submitting the VGM
- `SHIPPER` - Shipper
- `TERMINAL` - Terminal",
"VGMDeclaration / VGM / weight",weight,Weight,,,,,"The gross mass (weight) of the transport equipment",
"VGMDeclaration / VGM / weight / unit",unit,string,,maxLength=10,,KGM,"Measurement unit in which the weight `value` is expressed:
- `KGM` (Kilograms)
- `LBR` (Pounds)
- `GRM` (Grams)
- `ONZ` (Ounce)",
"VGMDeclaration / VGM / weight / value",value,number,,,,2.4,"Weight value expressed in the measurement `unit`",
"VGMDeclaration / weighingParty",weighingParty,PartyDetails,,,,,"Legally accepted party designated to perform the weighing.",
"VGMDeclaration / weighingParty / address",address,Address,,,,,"An object for storing address-related information.",
"VGMDeclaration / weighingParty / address / city",city,string,,maxLength=35,,Amsterdam,"The name of the city.",
"VGMDeclaration / weighingParty / address / countryCode",countryCode,string,,maxLength=2,,NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"VGMDeclaration / weighingParty / address / floor",floor,string,,maxLength=50,,N/A,"The floor of the street number.",
"VGMDeclaration / weighingParty / address / POBox",POBox,string,,maxLength=20,,123,"A numbered box at a post office where a person or business can have mail or parcels delivered.",
"VGMDeclaration / weighingParty / address / postCode",postCode,string,,maxLength=10,,"1047 HM","The post code of the address.",
"VGMDeclaration / weighingParty / address / stateRegion",stateRegion,string,,maxLength=65,,"North Holland","The name of the state/region.",
"VGMDeclaration / weighingParty / address / street",street,string,,maxLength=70,,Ruijggoordweg,"The name of the street.",
"VGMDeclaration / weighingParty / address / streetNumber",streetNumber,string,,maxLength=50,,100,"The number of the street.",
"VGMDeclaration / weighingParty / contactDetails",contactDetails,ContactDetails,,,,,"The contact details of a person.",
"VGMDeclaration / weighingParty / contactDetails / email",email,string,,maxLength=255,,jane.doe@example.com,"Contact email address",
"VGMDeclaration / weighingParty / contactDetails / name",name,string,,maxLength=255,,"Jane Doe","Contact name",
"VGMDeclaration / weighingParty / contactDetails / phone",phone,string,,maxLength=30,,"+14155552671","Contact phone number, including an international phone number format
as defined in the [ITU-T recommendation E.123](https://www.itu.int/rec/T-REC-E.123/en).",
"VGMDeclaration / weighingParty / party",party,Party,,,,,"Identification of a container shipping party",
"VGMDeclaration / weighingParty / party / codeListName",codeListName,string,,maxLength=100,,DID,"Name of the code list in which the `codeListProvider` defines the `partyCode`, including but not limited to:
- `DID` (Decentralized Identifier) for `codeListProvider` `W3C`
- `LEI` (Legal Entity Identifier) for `codeListProvider` `GLEIF`
- `DUNS` (Data Universal Numbering System) for `codeListProvider` `DNB`",
"VGMDeclaration / weighingParty / party / codeListProvider",codeListProvider,string,,maxLength=100,,W3C,"Code of the provider of a list of codes identifying a party, including but not limited to:
- `BOLE` (Bolero)
- `BRIT` (BRITC eBL)
- `CARX` (CargoX)
- `COVA` (Covantis)
- `CRED` (Credore)
- `DCSA` (Digital Container Shipping Association)
- `DNB` (Dun and Bradstreet)
- `ESSD` (EssDOCS)
- `ETEU` (eTEU)
- `ETIT` (e-title)
- `FMC` (Federal Maritime Commission)
- `GLEIF` (Global Legal Entity Identifier Foundation)
- `GSBN` (Global Shipping Business Network)
- `IDT` (ICE Digital Trade)
- `IQAX` (IQAX)
- `KTNE` (KTNET)
- `NMFTA` (National Motor Freight Traffic Association)
- `SECR` (Secro)
- `SMDG` (Ship Message Design Group)
- `TRAC` (Enigio trace:original)
- `TRGO` (TradeGO)
- `W3C` (World Wide Web Consortium)
- `WAVE` (Wave)
- `WISE` (WiseTech)
- `ZZZ` (Mutually defined)",
"VGMDeclaration / weighingParty / party / partyCode",partyCode,string,,maxLength=150,,MSK,"Code identifying the party as per the `codeListProvider` and `codeListName`.",
"VGMDeclaration / weighingParty / party / partyFunction",partyFunction,string,,maxLength=3,,CA,"Code identifying the function of the party, as defined in
[UN/CEFACT Revision 2004B](https://www.stylusstudio.com/edifact/D04B/3035.htm)
or a subsequent revision.",
