Path,Attribute,Type,Required,Size,Pattern,Example,Description,Constraints
"ArrivalNotice / consignmentItems / nationalCommodityCodes / countryCode",countryCode,string,,2,"^[A-Z]{2}$",BR,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"ArrivalNotice / consignmentItems / nationalCommodityCodes / type",type,string,,10,"^\S(?:.*\S)?$",NCM,"The national commodity classification code, which can be one of the following values defined by DCSA:
- `NCM` (Nomenclatura Comum do Mercosul)
- `HTS` (Harmonized Tariff Schedule)
- `SCHEDULE_B` ( Schedule B)
- `TARIC` (Integrated Tariff of the European Communities)
- `CN` (Combined Nomenclature)
- `CUS` (Customs Union and Statistics)",
"ArrivalNotice / consignmentItems / nationalCommodityCodes / values",values,"string list",,,,,"A list of `national commodity codes` values.",
"ArrivalNotice / consignmentItems / references",references,"ReferenceConsignmentItem list",,,,,"A list of `References`",
"ArrivalNotice / consignmentItems / references / type",type,string,,3,,CR,"The reference type codes defined by DCSA. Possible values are:
- `CR` (Customer’s Reference)
- `AKG` (Vehicle Identification Number)
- `SPO` (Shipper's Purchase Order)
- `CPO` (Consignee's Purchase Order)",
"ArrivalNotice / consignmentItems / references / values",values,"string list",,,,,"List of `referenceValues` for a given `referenceType`.",
"ArrivalNotice / consignmentItems / shippingMarks",shippingMarks,"string list",,,,,"A list of the `ShippingMarks` applicable to this `consignmentItem`

**Condition:** The order of the items in this array **MUST** be preserved as by the provider of the API.",
"ArrivalNotice / customsImportDeclarationProcedure","customsImportDeclarationProcedure",string,,1000,,"The tax must be declared...","Customs import declaration procedure",
"ArrivalNotice / deliveryTypeAtDestination","deliveryTypeAtDestination",string,,3,,CY,"Indicates the type of service offered at `Destination`. The options are:

- `CY` (Container yard (incl. rail ramp))
- `SD` (Store Door)
- `CFS` (Container Freight Station)",
"ArrivalNotice / documentParties",documentParties,"DocumentParty list",,,,,"Document parties",
"ArrivalNotice / documentParties / displayedAddress",displayedAddress,"string list",,,,,"The address of the party to be displayed on the `Transport Document`. The displayed address may be used to match the address provided in the `Letter of Credit`.

**Conditions:** If provided:
  - the displayed address must be included in the `Transport Document`.
  - for physical BL (`isElectronic=false`), it is only allowed to provide max 2 lines of 35 characters
  - for electronic BL (`isElectronic=true`), the limit is 6 lines of 35 characters
  - the order of the items in this array **MUST** be preserved as by the provider of the API.",
"ArrivalNotice / documentParties / identifyingCodes",identifyingCodes,"IdentifyingCode list",,,,,"List of codes identifying the party",
"ArrivalNotice / documentParties / identifyingCodes / codeListName",codeListName,string,,100,,DID,"The name of the code list, code generation mechanism or code authority for the `partyCode`. Example values could be:
- `DID` (Decentralized Identifier) for `codeListProvider` `W3C`
- `LEI` (Legal Entity Identifier) for `codeListProvider` `GLEIF`
- `DUNS` (Data Universal Numbering System) for `codeListProvider` `DNB`",
"ArrivalNotice / documentParties / identifyingCodes / codeListProvider",codeListProvider,string,,100,,W3C,"A list of codes identifying a party. Possible values are:
- `WAVE` (Wave)
- `CARX` (CargoX)
- `ESSD` (EssDOCS)
- `IDT` (ICE Digital Trade)
- `BOLE` (Bolero)
- `EDOX` (EdoxOnline)
- `IQAX` (IQAX)
- `SECR` (Secro)
- `TRGO` (TradeGO)
- `ETEU` (eTEU)
- `TRAC` (Enigio trace:original)
- `BRIT` (BRITC eBL)
- `GSBN` (Global Shipping Business Network)
- `WISE` (WiseTech)
- `GLEIF` (Global Legal Entity Identifier Foundation)
- `W3C` (World Wide Web Consortium)
- `DNB` (Dun and Bradstreet)
- `FMC` (Federal Maritime Commission)
- `DCSA` (Digital Container Shipping Association)
- `ZZZ` (Mutually defined)",
"ArrivalNotice / documentParties / identifyingCodes / partyCode",partyCode,string,,150,,MSK,"Code to identify the party as provided by the code list provider",
"ArrivalNotice / documentParties / location",location,Location,,,,,"Party location",
"ArrivalNotice / documentParties / location / UNLocationCode",UNLocationCode,string,,5,,NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
"ArrivalNotice / documentParties / location / address",address,Address,,,,,"Location address",
"ArrivalNotice / documentParties / location / address / POBox",POBox,string,,20,,123,"A numbered box at a post office where a person or business can have mail or parcels delivered.",
"ArrivalNotice / documentParties / location / address / city",city,string,,35,"^\S(?:.*\S)?$",Amsterdam,"The name of the city.",
"ArrivalNotice / documentParties / location / address / countryCode",countryCode,string,,2,"^[A-Z]{2}$",NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"ArrivalNotice / documentParties / location / address / floor",floor,string,,50,"^\S(?:.*\S)?$",N/A,"The floor of the street number.",
"ArrivalNotice / documentParties / location / address / postCode",postCode,string,,10,,"1047 HM","The post code of the address.",
"ArrivalNotice / documentParties / location / address / stateRegion",stateRegion,string,,65,,"North Holland","The name of the state/region.",
"ArrivalNotice / documentParties / location / address / street",street,string,,70,,Ruijggoordweg,"The name of the street.",
"ArrivalNotice / documentParties / location / address / streetNumber",streetNumber,string,,50,,100,"The number of the street.",
"ArrivalNotice / documentParties / location / facility",facility,Facility,,,,,"Facility location expressed using a facility code. Requires a code and a provider (SMDG or BIC).",
"ArrivalNotice / documentParties / location / facility / facilityCode",facilityCode,string,,6,"^\S(?:.*\S)?$",ADT,"The code used for identifying the specific facility. This code does not include the UN Location Code.
The definition of the code depends on the `facilityCodeListProvider`. As code list providers maintain multiple codeLists the following codeList is used:
- `SMDG` (the codeList used is the [SMDG Terminal Code List](https://smdg.org/documents/smdg-code-lists/))
- `BIC` (the codeList used is the [BIC Facility Codes](https://www.bic-code.org/facility-codes/))",
"ArrivalNotice / documentParties / location / facility / facilityCodeListProvider",facilityCodeListProvider,string,,,,SMDG,"The provider used for identifying the facility Code. Some facility codes are only defined in combination with an `UN Location Code`
- `BIC` (Requires a UN Location Code)
- `SMDG` (Requires a UN Location Code)",
"ArrivalNotice / documentParties / location / geoCoordinate",geoCoordinate,GeoCoordinate,,,,,"An object used to express a location using `latitude` and `longitude`.",
"ArrivalNotice / documentParties / location / geoCoordinate / latitude",latitude,string,,10,,48.85855,"Geographic coordinate that specifies the north–south position of a point on the Earth's surface.",
"ArrivalNotice / documentParties / location / geoCoordinate / longitude",longitude,string,,11,,2.294492036,"Geographic coordinate that specifies the east–west position of a point on the Earth's surface.",
"ArrivalNotice / documentParties / location / locationName",locationName,string,,100,,"Port of Amsterdam","The name of the location.",
"ArrivalNotice / documentParties / partyContactDetails",partyContactDetails,"PartyContactDetail list",,,,,"Party contact details",
"ArrivalNotice / documentParties / partyContactDetails / email",email,string,,100,"^.+@\S+$",info@dcsa.org,"`E-mail` address to be used",
"ArrivalNotice / documentParties / partyContactDetails / name",name,string,,35,"^\S(?:.*\S)?$",Henrik,"Name of the contact",
"ArrivalNotice / documentParties / partyContactDetails / phone",phone,string,,30,"^\S(?:.*\S)?$","+45 70262970","Phone number for the contact. Phone **MUST** include an international phone number format as defined in the [ITU-T recommendation E.123](https://www.itu.int/rec/T-REC-E.123/en).",
"ArrivalNotice / documentParties / partyFunction",partyFunction,string,,3,,N1,"Specifies the role of the party in a given context. Possible values are:

- `OS` (Shipper)
- `CN` (Consignee)
- `ZZZ` (Endorsee)
- `RW` (Issuing Party)
- `CG` (Carrier's Agent at Destination)
- `N1` (First Notify Party)
- `N2` (Second Notify Party)
- `NI` (Other Notify Party)
- `SCO` (Service Contract Owner)
- `DDR` (Consignor's freight forwarder)
- `DDS` (Consignee's freight forwarder)
- `COW` (Invoice payer on behalf of the consignor (shipper))
- `COX` (Invoice payer on behalf of the consignee)
- `CS` (Consolidator)
- `MF` (Manufacturer)
- `WH` (Warehouse Keeper)",
"ArrivalNotice / documentParties / partyName",partyName,string,,70,,"Acme Inc.","Party name",
"ArrivalNotice / documentParties / purchaseOrderReferences",purchaseOrderReferences,"string list",,,,,"A list of `Purchase Order Reference`s",
"ArrivalNotice / documentParties / reference",reference,string,,35,,HHL007,"A reference linked to the `Consignee`.",
"ArrivalNotice / documentParties / taxLegalReferences",taxLegalReferences,"TaxLegalReference list",,,,,"List of tax or legal references relevant to the party",
"ArrivalNotice / documentParties / taxLegalReferences / countryCode",countryCode,string,,2,"^[A-Z]{2}$",IN,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"ArrivalNotice / documentParties / taxLegalReferences / type",type,string,,50,"^\S(?:.*\S)?$",PAN,"The reference type code as defined by the relevant tax and/or legal authority.",
"ArrivalNotice / documentParties / taxLegalReferences / value",value,string,,35,"^\S(?:.*\S)?$",AAAAA0000A,"The value of the `taxLegalReference`",
"ArrivalNotice / documentParties / typeOfPerson",typeOfPerson,string,,50,,NATURAL_PERSON,"Can be one of the following values as per the Union Customs Code art. 5(4):
- `NATURAL_PERSON` (A person that is an individual living human being)
- `LEGAL_PERSON` (person (including a human being and public or private organizations) that can perform legal actions, such as own a property, sue and be sued)
- `ASSOCIATION_OF_PERSONS` (Not a legal person, but recognised under Union or National law as having the capacity to perform legal acts)",
"ArrivalNotice / freeTimes",freeTimes,"FreeTime list",,,,,"List of free time conditions applicable to this shipment at destination",
"ArrivalNotice / freeTimes / calculationBasis",calculationBasis,string,,1000,,"Calculated as...","Description of the conditions under which this free time item applies.
It can include references to the carrier website or individual charges as per service contract/agreement.",
"ArrivalNotice / freeTimes / duration",duration,integer,,,,123,"The duration expressed in `timeUnit`s for which this free time item applies.",
"ArrivalNotice / freeTimes / isoEquipmentCode",isoEquipmentCode,string,,4,,22GP,"Unique code identifying the equipment size and type used to transport commodities.
The code can refer to either the ISO size type (e.g. 22G1) or the ISO type group (e.g. 22GP)
following the [ISO 6346](https://en.wikipedia.org/wiki/ISO_6346) standard.",
"ArrivalNotice / freeTimes / timeUnit",timeUnit,string,,3,,WD,"Code identifying the unit in which free time is expressed
- `CD` - Calendar days
- `WD` - Working days
- `HR` - Hours",
"ArrivalNotice / freeTimes / typeCode",typeCode,string,,,,DEM,"Code used to denote the type of free time.
- `DEM` - Demurrage
- `DET` - Detention
- `PDM` - Per Diem
- `STO` - Storage",
"ArrivalNotice / isElectronic",isElectronic,boolean,,,,true,"An indicator whether the transport document is electronically transferred.",
"ArrivalNotice / issueDateTime",issueDateTime,string,yes,,,2025-01-23T01:23:45Z,"The date and time when the Arrival Notice was issued.",
"ArrivalNotice / label",label,string,,1000,,Warning,"Free text used to indicate a certain version or type of arrival notice,
for example ""Warning"", ""Updated"", ""Second"", ""Third"" etc.",
"ArrivalNotice / payerCode",payerCode,string,,100,,"Acme Inc.","Name identifying the entity responsible for freight payment.",
"ArrivalNotice / pickupLocation",pickupLocation,Location,,,,,"Pickup location",
"ArrivalNotice / pickupLocation / UNLocationCode",UNLocationCode,string,,5,,NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
"ArrivalNotice / pickupLocation / address",address,Address,,,,,"Location address",
"ArrivalNotice / pickupLocation / address / POBox",POBox,string,,20,,123,"A numbered box at a post office where a person or business can have mail or parcels delivered.",
"ArrivalNotice / pickupLocation / address / city",city,string,,35,"^\S(?:.*\S)?$",Amsterdam,"The name of the city.",
"ArrivalNotice / pickupLocation / address / countryCode",countryCode,string,,2,"^[A-Z]{2}$",NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"ArrivalNotice / pickupLocation / address / floor",floor,string,,50,"^\S(?:.*\S)?$",N/A,"The floor of the street number.",
"ArrivalNotice / pickupLocation / address / postCode",postCode,string,,10,,"1047 HM","The post code of the address.",
"ArrivalNotice / pickupLocation / address / stateRegion",stateRegion,string,,65,,"North Holland","The name of the state/region.",
"ArrivalNotice / pickupLocation / address / street",street,string,,70,,Ruijggoordweg,"The name of the street.",
"ArrivalNotice / pickupLocation / address / streetNumber",streetNumber,string,,50,,100,"The number of the street.",
"ArrivalNotice / pickupLocation / facility",facility,Facility,,,,,"Facility location expressed using a facility code. Requires a code and a provider (SMDG or BIC).",
"ArrivalNotice / pickupLocation / facility / facilityCode",facilityCode,string,,6,"^\S(?:.*\S)?$",ADT,"The code used for identifying the specific facility. This code does not include the UN Location Code.
The definition of the code depends on the `facilityCodeListProvider`. As code list providers maintain multiple codeLists the following codeList is used:
- `SMDG` (the codeList used is the [SMDG Terminal Code List](https://smdg.org/documents/smdg-code-lists/))
- `BIC` (the codeList used is the [BIC Facility Codes](https://www.bic-code.org/facility-codes/))",
"ArrivalNotice / pickupLocation / facility / facilityCodeListProvider",facilityCodeListProvider,string,,,,SMDG,"The provider used for identifying the facility Code. Some facility codes are only defined in combination with an `UN Location Code`
- `BIC` (Requires a UN Location Code)
- `SMDG` (Requires a UN Location Code)",
"ArrivalNotice / pickupLocation / geoCoordinate",geoCoordinate,GeoCoordinate,,,,,"An object used to express a location using `latitude` and `longitude`.",
"ArrivalNotice / pickupLocation / geoCoordinate / latitude",latitude,string,,10,,48.85855,"Geographic coordinate that specifies the north–south position of a point on the Earth's surface.",
"ArrivalNotice / pickupLocation / geoCoordinate / longitude",longitude,string,,11,,2.294492036,"Geographic coordinate that specifies the east–west position of a point on the Earth's surface.",
"ArrivalNotice / pickupLocation / locationName",locationName,string,,100,,"Port of Amsterdam","The name of the location.",
"ArrivalNotice / references",references,"Reference list",,,,,"A list of `References`",
"ArrivalNotice / references / type",type,string,,3,,CR,"The reference type codes defined by DCSA. Possible values are:
- `CR` (Customer’s Reference)
- `AKG` (Vehicle Identification Number)",
"ArrivalNotice / references / value",value,string,,35,"^\S(?:.*\S)?$",HHL00103004,"The value of the reference.",
"ArrivalNotice / returnInstructions",returnInstructions,string,,500,,"Please place the container...","Return instructions",
"ArrivalNotice / returnLocation",returnLocation,Location,,,,,"Return location",
"ArrivalNotice / returnLocation / UNLocationCode",UNLocationCode,string,,5,,NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
"ArrivalNotice / returnLocation / address",address,Address,,,,,"Location address",
"ArrivalNotice / returnLocation / address / POBox",POBox,string,,20,,123,"A numbered box at a post office where a person or business can have mail or parcels delivered.",
"ArrivalNotice / returnLocation / address / city",city,string,,35,"^\S(?:.*\S)?$",Amsterdam,"The name of the city.",
"ArrivalNotice / returnLocation / address / countryCode",countryCode,string,,2,"^[A-Z]{2}$",NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"ArrivalNotice / returnLocation / address / floor",floor,string,,50,"^\S(?:.*\S)?$",N/A,"The floor of the street number.",
"ArrivalNotice / returnLocation / address / postCode",postCode,string,,10,,"1047 HM","The post code of the address.",
"ArrivalNotice / returnLocation / address / stateRegion",stateRegion,string,,65,,"North Holland","The name of the state/region.",
"ArrivalNotice / returnLocation / address / street",street,string,,70,,Ruijggoordweg,"The name of the street.",
"ArrivalNotice / returnLocation / address / streetNumber",streetNumber,string,,50,,100,"The number of the street.",
"ArrivalNotice / returnLocation / facility",facility,Facility,,,,,"Facility location expressed using a facility code. Requires a code and a provider (SMDG or BIC).",
"ArrivalNotice / returnLocation / facility / facilityCode",facilityCode,string,,6,"^\S(?:.*\S)?$",ADT,"The code used for identifying the specific facility. This code does not include the UN Location Code.
The definition of the code depends on the `facilityCodeListProvider`. As code list providers maintain multiple codeLists the following codeList is used:
- `SMDG` (the codeList used is the [SMDG Terminal Code List](https://smdg.org/documents/smdg-code-lists/))
- `BIC` (the codeList used is the [BIC Facility Codes](https://www.bic-code.org/facility-codes/))",
"ArrivalNotice / returnLocation / facility / facilityCodeListProvider",facilityCodeListProvider,string,,,,SMDG,"The provider used for identifying the facility Code. Some facility codes are only defined in combination with an `UN Location Code`
- `BIC` (Requires a UN Location Code)
- `SMDG` (Requires a UN Location Code)",
"ArrivalNotice / returnLocation / geoCoordinate",geoCoordinate,GeoCoordinate,,,,,"An object used to express a location using `latitude` and `longitude`.",
"ArrivalNotice / returnLocation / geoCoordinate / latitude",latitude,string,,10,,48.85855,"Geographic coordinate that specifies the north–south position of a point on the Earth's surface.",
"ArrivalNotice / returnLocation / geoCoordinate / longitude",longitude,string,,11,,2.294492036,"Geographic coordinate that specifies the east–west position of a point on the Earth's surface.",
"ArrivalNotice / returnLocation / locationName",locationName,string,,100,,"Port of Amsterdam","The name of the location.",
"ArrivalNotice / serviceContractReference",serviceContractReference,string,,30,,HHL51800000,"Reference number for agreement between shipper and carrier, which optionally includes a certain minimum quantity commitment (usually referred as “MQC”) of cargo that the shipper commits to over a fixed period, and the carrier commits to a certain rate or rate schedule.",
"ArrivalNotice / termsAndConditions",termsAndConditions,string,,50000,,"Any reference in...","Carrier terms and conditions of transport.",
"ArrivalNotice / transport",transport,Transport,,,,,"Transport info",
"ArrivalNotice / transport / departureDate",departureDate,string,,,,"Thu Jan 23 01:00:00 CET 2025","The date of departure from the location where the cargo is handed over by the shipper, or his agent,
to the shipping line. This can refer either to the Place of Receipt or the Port of Loading.",
"ArrivalNotice / transport / dischargeLocation",dischargeLocation,Location,,,,,"The location where the equipment is discharged from the last mother vessel arriving at the destination country.",
"ArrivalNotice / transport / dischargeLocation / UNLocationCode",UNLocationCode,string,,5,,NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
"ArrivalNotice / transport / dischargeLocation / address",address,Address,,,,,"Location address",
"ArrivalNotice / transport / dischargeLocation / address / POBox",POBox,string,,20,,123,"A numbered box at a post office where a person or business can have mail or parcels delivered.",
"ArrivalNotice / transport / dischargeLocation / address / city",city,string,,35,"^\S(?:.*\S)?$",Amsterdam,"The name of the city.",
"ArrivalNotice / transport / dischargeLocation / address / countryCode",countryCode,string,,2,"^[A-Z]{2}$",NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"ArrivalNotice / transport / dischargeLocation / address / floor",floor,string,,50,"^\S(?:.*\S)?$",N/A,"The floor of the street number.",
"ArrivalNotice / transport / dischargeLocation / address / postCode",postCode,string,,10,,"1047 HM","The post code of the address.",
"ArrivalNotice / transport / dischargeLocation / address / stateRegion",stateRegion,string,,65,,"North Holland","The name of the state/region.",
"ArrivalNotice / transport / dischargeLocation / address / street",street,string,,70,,Ruijggoordweg,"The name of the street.",
"ArrivalNotice / transport / dischargeLocation / address / streetNumber",streetNumber,string,,50,,100,"The number of the street.",
"ArrivalNotice / transport / dischargeLocation / facility",facility,Facility,,,,,"Facility location expressed using a facility code. Requires a code and a provider (SMDG or BIC).",
"ArrivalNotice / transport / dischargeLocation / facility / facilityCode",facilityCode,string,,6,"^\S(?:.*\S)?$",ADT,"The code used for identifying the specific facility. This code does not include the UN Location Code.
The definition of the code depends on the `facilityCodeListProvider`. As code list providers maintain multiple codeLists the following codeList is used:
- `SMDG` (the codeList used is the [SMDG Terminal Code List](https://smdg.org/documents/smdg-code-lists/))
- `BIC` (the codeList used is the [BIC Facility Codes](https://www.bic-code.org/facility-codes/))",
"ArrivalNotice / transport / dischargeLocation / facility / facilityCodeListProvider",facilityCodeListProvider,string,,,,SMDG,"The provider used for identifying the facility Code. Some facility codes are only defined in combination with an `UN Location Code`
- `BIC` (Requires a UN Location Code)
- `SMDG` (Requires a UN Location Code)",
"ArrivalNotice / transport / dischargeLocation / geoCoordinate",geoCoordinate,GeoCoordinate,,,,,"An object used to express a location using `latitude` and `longitude`.",
"ArrivalNotice / transport / dischargeLocation / geoCoordinate / latitude",latitude,string,,10,,48.85855,"Geographic coordinate that specifies the north–south position of a point on the Earth's surface.",
"ArrivalNotice / transport / dischargeLocation / geoCoordinate / longitude",longitude,string,,11,,2.294492036,"Geographic coordinate that specifies the east–west position of a point on the Earth's surface.",
"ArrivalNotice / transport / dischargeLocation / locationName",locationName,string,,100,,"Port of Amsterdam","The name of the location.",
"ArrivalNotice / transport / estimatedGeneralOrderDateTime","estimatedGeneralOrderDateTime",string,,,,2025-01-23T01:23:45Z,"The estimated date and time when the shipment will be placed under General Order status
(shipment is transferred to a bonded warehouse, and additional fees or penalties may apply).",
"ArrivalNotice / transport / etaAtPlaceOfDeliveryDate",etaAtPlaceOfDeliveryDate,string,,,,"Thu Jan 23 01:00:00 CET 2025","The expected date of arrival of the shipment at Place of Delivery.",
"ArrivalNotice / transport / etaAtPortOfDischargeDate",etaAtPortOfDischargeDate,string,,,,"Thu Jan 23 01:00:00 CET 2025","The expected date of arrival of the vessel at the Port of Discharge.",
"ArrivalNotice / transport / inlandArrivalDate",inlandArrivalDate,string,,,,"Thu Jan 23 01:00:00 CET 2025","The date when the container reaches its inland destination (e.g., a warehouse or rail terminal).",
"ArrivalNotice / transport / loadLocation",loadLocation,Location,,,,,"The location where the equipment is loaded on the first mother vessel arriving at the destination country.",
"ArrivalNotice / transport / loadLocation / UNLocationCode",UNLocationCode,string,,5,,NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
"ArrivalNotice / transport / loadLocation / address",address,Address,,,,,"Location address",
"ArrivalNotice / transport / loadLocation / address / POBox",POBox,string,,20,,123,"A numbered box at a post office where a person or business can have mail or parcels delivered.",
"ArrivalNotice / transport / loadLocation / address / city",city,string,,35,"^\S(?:.*\S)?$",Amsterdam,"The name of the city.",
"ArrivalNotice / transport / loadLocation / address / countryCode",countryCode,string,,2,"^[A-Z]{2}$",NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"ArrivalNotice / transport / loadLocation / address / floor",floor,string,,50,"^\S(?:.*\S)?$",N/A,"The floor of the street number.",
"ArrivalNotice / transport / loadLocation / address / postCode",postCode,string,,10,,"1047 HM","The post code of the address.",
"ArrivalNotice / transport / loadLocation / address / stateRegion",stateRegion,string,,65,,"North Holland","The name of the state/region.",
"ArrivalNotice / transport / loadLocation / address / street",street,string,,70,,Ruijggoordweg,"The name of the street.",
"ArrivalNotice / transport / loadLocation / address / streetNumber",streetNumber,string,,50,,100,"The number of the street.",
"ArrivalNotice / transport / loadLocation / facility",facility,Facility,,,,,"Facility location expressed using a facility code. Requires a code and a provider (SMDG or BIC).",
"ArrivalNotice / transport / loadLocation / facility / facilityCode",facilityCode,string,,6,"^\S(?:.*\S)?$",ADT,"The code used for identifying the specific facility. This code does not include the UN Location Code.
The definition of the code depends on the `facilityCodeListProvider`. As code list providers maintain multiple codeLists the following codeList is used:
- `SMDG` (the codeList used is the [SMDG Terminal Code List](https://smdg.org/documents/smdg-code-lists/))
- `BIC` (the codeList used is the [BIC Facility Codes](https://www.bic-code.org/facility-codes/))",
"ArrivalNotice / transport / loadLocation / facility / facilityCodeListProvider",facilityCodeListProvider,string,,,,SMDG,"The provider used for identifying the facility Code. Some facility codes are only defined in combination with an `UN Location Code`
- `BIC` (Requires a UN Location Code)
- `SMDG` (Requires a UN Location Code)",
"ArrivalNotice / transport / loadLocation / geoCoordinate",geoCoordinate,GeoCoordinate,,,,,"An object used to express a location using `latitude` and `longitude`.",
"ArrivalNotice / transport / loadLocation / geoCoordinate / latitude",latitude,string,,10,,48.85855,"Geographic coordinate that specifies the north–south position of a point on the Earth's surface.",
"ArrivalNotice / transport / loadLocation / geoCoordinate / longitude",longitude,string,,11,,2.294492036,"Geographic coordinate that specifies the east–west position of a point on the Earth's surface.",
"ArrivalNotice / transport / loadLocation / locationName",locationName,string,,100,,"Port of Amsterdam","The name of the location.",
"ArrivalNotice / transport / modeOfTransport",modeOfTransport,string,,20,,VESSEL,"Code defined by DCSA to identify a mode of transport.

- `VESSEL` - Vessel
- `RAIL` - Rail
- `TRUCK` - Truck
- `BARGE` - Barge
- `MULTIMODAL` - Multimodal",
"ArrivalNotice / transport / onBoardDate",onBoardDate,string,,,,"Thu Jan 23 01:00:00 CET 2025","The date when the container was loaded onto the vessel at the port of origin.",
"ArrivalNotice / transport / placeOfDelivery",placeOfDelivery,Location,,,,,"The location where the cargo is handed over by the shipping line to the consignee or its agent
and where responsibility of the shipping line ceases.",
"ArrivalNotice / transport / placeOfDelivery / UNLocationCode",UNLocationCode,string,,5,,NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
"ArrivalNotice / transport / placeOfDelivery / address",address,Address,,,,,"Location address",
"ArrivalNotice / transport / placeOfDelivery / address / POBox",POBox,string,,20,,123,"A numbered box at a post office where a person or business can have mail or parcels delivered.",
"ArrivalNotice / transport / placeOfDelivery / address / city",city,string,,35,"^\S(?:.*\S)?$",Amsterdam,"The name of the city.",
"ArrivalNotice / transport / placeOfDelivery / address / countryCode",countryCode,string,,2,"^[A-Z]{2}$",NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"ArrivalNotice / transport / placeOfDelivery / address / floor",floor,string,,50,"^\S(?:.*\S)?$",N/A,"The floor of the street number.",
"ArrivalNotice / transport / placeOfDelivery / address / postCode",postCode,string,,10,,"1047 HM","The post code of the address.",
"ArrivalNotice / transport / placeOfDelivery / address / stateRegion",stateRegion,string,,65,,"North Holland","The name of the state/region.",
"ArrivalNotice / transport / placeOfDelivery / address / street",street,string,,70,,Ruijggoordweg,"The name of the street.",
"ArrivalNotice / transport / placeOfDelivery / address / streetNumber",streetNumber,string,,50,,100,"The number of the street.",
"ArrivalNotice / transport / placeOfDelivery / facility",facility,Facility,,,,,"Facility location expressed using a facility code. Requires a code and a provider (SMDG or BIC).",
"ArrivalNotice / transport / placeOfDelivery / facility / facilityCode",facilityCode,string,,6,"^\S(?:.*\S)?$",ADT,"The code used for identifying the specific facility. This code does not include the UN Location Code.
The definition of the code depends on the `facilityCodeListProvider`. As code list providers maintain multiple codeLists the following codeList is used:
- `SMDG` (the codeList used is the [SMDG Terminal Code List](https://smdg.org/documents/smdg-code-lists/))
- `BIC` (the codeList used is the [BIC Facility Codes](https://www.bic-code.org/facility-codes/))",
"ArrivalNotice / transport / placeOfDelivery / facility / facilityCodeListProvider",facilityCodeListProvider,string,,,,SMDG,"The provider used for identifying the facility Code. Some facility codes are only defined in combination with an `UN Location Code`
- `BIC` (Requires a UN Location Code)
- `SMDG` (Requires a UN Location Code)",
"ArrivalNotice / transport / placeOfDelivery / geoCoordinate",geoCoordinate,GeoCoordinate,,,,,"An object used to express a location using `latitude` and `longitude`.",
